id,idade,genero,estado,curso_faculdade,ano_formatura,possui_estagio,cursos_extras,certificacoes,linguagens_conhecidas,tecnologias_domina,tempo_busca_meses,vagas_aplicadas,entrevistas_realizadas,rejeicoes_recebidas,feedbacks_recebidos,trabalhos_freelancer,maior_dificuldade,sentiu_preparado,participou_programas_treinamento,contatos_profissionais,conseguiu_emprego,tempo_ate_emprego,tipo_empresa,tipo_contrato
544,21,Feminino,DF,"Engenharia da Computação",2021,0,"Curso de Frontend","Certificado AWS",PHP,Laravel,0,132,7,17,18,0,"Não sei o que melhorar",0,1,19,1,9,Multinacional,Temporário
545,19,Feminino,SP,"Redes de Computadores",2025,1,"Curso de Frontend","Certificado Google",C#,Node.js,15,75,27,18,3,1,"Pouco networking",0,1,25,0,7,"Grande Empresa",Freelancer
546,30,Feminino,MG,"Redes de Computadores",2019,1,"Curso de Cloud","Certificado AWS",Python,Laravel,15,178,17,10,7,0,"Mercado competitivo",1,0,0,1,4,"Grande Empresa",PJ
547,22,Feminino,SP,"Ciência da Computação",2016,1,"Curso de Cloud","Certificado AWS",Python,.NET,15,33,25,35,0,0,"Não sei o que melhorar",1,0,27,0,6,Startup,Freelancer
548,21,Feminino,BA,"Engenharia da Computação",2021,0,"Curso de SQL","Certificado Azure",C#,Angular,9,68,13,15,2,1,"Despreparo técnico",1,0,25,1,3,Multinacional,PJ
549,18,Feminino,DF,"Análise de Sistemas",2018,1,"Curso de Dados",Nenhum,TypeScript,.NET,16,183,16,3,12,1,"Não sei o que melhorar",1,1,12,1,1,Startup,CLT
550,29,Masculino,RJ,"Análise de Sistemas",2016,1,"Curso de Frontend","Certificado AWS",C#,Spring,20,98,27,1,9,0,"Mercado competitivo",0,0,48,1,2,Startup,CLT
551,24,Outro,SC,"Ciência da Computação",2015,1,Nenhum,Nenhum,PHP,Angular,4,28,6,32,12,0,"Mercado competitivo",0,0,21,1,4,"Grande Empresa",CLT
552,23,Outro,SC,"Redes de Computadores",2017,0,"Curso de Dados","Certificado Google",C#,Node.js,10,72,15,27,3,0,"Despreparo técnico",1,0,45,0,12,"Grande Empresa",CLT
553,26,Masculino,PR,"Análise de Sistemas",2017,1,"Curso de Dados",Nenhum,Ruby,Laravel,16,172,7,34,13,0,"Não sei o que melhorar",0,0,41,1,3,"Grande Empresa",Freelancer
554,21,Feminino,SP,"Redes de Computadores",2024,1,"Curso de Cloud","Certificado Azure",Java,Laravel,13,83,10,28,14,0,"Não sei o que melhorar",1,1,0,1,10,Startup,Temporário
555,23,Outro,SC,"Redes de Computadores",2025,0,"Curso de Dados","Certificado Oracle",Ruby,Flutter,6,99,19,37,15,0,"Falta de experiência",0,0,32,0,9,"Empresa Média",Freelancer
556,24,Feminino,BA,"Ciência da Computação",2018,1,"Curso de Frontend","Certificado Azure",JavaScript,Flutter,16,84,2,7,9,0,"Mercado competitivo",1,1,48,1,4,"Grande Empresa",Freelancer
557,20,Outro,MG,"Ciência da Computação",2022,1,"Curso de Python","Certificado Azure",PHP,Django,23,123,5,3,15,1,"Falta de experiência",1,0,38,0,11,"Grande Empresa",CLT
558,28,Feminino,RJ,"Engenharia da Computação",2016,1,"Curso de Cloud","Certificado AWS",JavaScript,React,21,89,15,13,16,0,"Não sei o que melhorar",1,1,47,0,9,Multinacional,Estágio
559,31,Masculino,PE,"Sistemas de Informação",2024,0,"Curso de Cloud","Certificado Google",Java,Spring,2,179,5,14,16,0,"Pouco networking",1,1,21,1,1,Multinacional,Freelancer
560,19,Feminino,BA,"Sistemas de Informação",2020,1,"Curso de Dados","Certificado Azure",JavaScript,Angular,15,144,19,0,2,0,"Não sei o que melhorar",1,0,3,0,4,"Empresa Média",PJ
561,27,Masculino,MG,"Análise de Sistemas",2019,0,"Curso de Cloud","Certificado Oracle",PHP,React,6,61,21,34,6,0,"Mercado competitivo",1,1,2,0,1,"Grande Empresa",CLT
562,21,Outro,BA,"Sistemas de Informação",2017,1,"Curso de SQL","Certificado Google",Python,Laravel,20,190,4,48,6,1,"Despreparo técnico",1,0,34,1,9,Multinacional,CLT
563,28,Masculino,SP,"Sistemas de Informação",2022,1,"Curso de Dados","Certificado AWS",Java,.NET,20,183,29,10,1,0,"Falta de experiência",1,0,38,0,9,"Empresa Média",Temporário
564,32,Masculino,RJ,"Redes de Computadores",2018,1,Nenhum,"Certificado Google",Java,Django,23,139,17,37,0,1,"Despreparo técnico",1,0,25,0,12,Multinacional,CLT
565,25,Masculino,SP,"Engenharia da Computação",2022,1,"Curso de Dados","Certificado Google",PHP,Flutter,13,43,10,5,9,0,"Pouco networking",1,0,41,0,9,"Empresa Média",Estágio
566,26,Masculino,RJ,"Ciência da Computação",2024,1,Nenhum,Nenhum,C#,React,11,31,10,16,10,1,"Falta de experiência",0,1,32,1,5,Multinacional,Estágio
567,25,Masculino,PE,"Sistemas de Informação",2019,1,"Curso de SQL","Certificado Oracle",TypeScript,.NET,16,196,25,17,4,1,"Falta de experiência",1,1,0,1,12,Multinacional,Freelancer
568,30,Outro,SP,"Sistemas de Informação",2020,0,"Curso de Frontend","Certificado Azure",TypeScript,Spring,10,62,9,28,19,0,"Despreparo técnico",0,0,25,0,7,"Grande Empresa",Freelancer
569,24,Masculino,RS,"Ciência da Computação",2021,1,Nenhum,"Certificado Oracle",TypeScript,Node.js,21,107,1,30,19,1,"Despreparo técnico",1,1,29,0,8,"Órgão Público",PJ
570,18,Masculino,DF,"Redes de Computadores",2024,1,"Curso de Cloud","Certificado Azure",Java,.NET,12,74,7,5,15,0,"Despreparo técnico",1,1,3,0,5,"Órgão Público",PJ
571,29,Masculino,PR,"Análise de Sistemas",2018,1,"Curso de Dados",Nenhum,Ruby,Flutter,5,98,21,4,7,0,"Pouco networking",1,1,17,0,4,Startup,Freelancer
572,22,Feminino,SP,"Análise de Sistemas",2018,1,"Curso de Python","Certificado AWS",Java,Flutter,4,8,18,47,17,0,"Não sei o que melhorar",0,1,12,0,10,Startup,CLT
573,24,Outro,MG,"Engenharia da Computação",2021,0,"Curso de Frontend","Certificado Azure",C#,Spring,20,137,24,3,18,0,"Despreparo técnico",1,0,10,0,2,"Grande Empresa",Temporário
574,29,Masculino,RS,"Redes de Computadores",2022,1,Nenhum,"Certificado Azure",C#,React,17,67,15,27,4,0,"Falta de experiência",1,1,36,1,3,"Empresa Média",Freelancer
575,31,Feminino,RJ,"Engenharia da Computação",2025,1,"Curso de Cloud","Certificado Google",Ruby,Laravel,17,56,5,6,1,1,"Despreparo técnico",1,0,38,0,7,Multinacional,Temporário
576,22,Feminino,RJ,"Análise de Sistemas",2018,0,Nenhum,"Certificado Google",Java,Flutter,4,196,10,40,0,0,"Não sei o que melhorar",1,1,8,1,1,Multinacional,Temporário
577,31,Feminino,MG,"Análise de Sistemas",2018,1,Nenhum,"Certificado Azure",Python,Django,3,147,7,3,11,0,"Despreparo técnico",1,1,36,1,2,Multinacional,Estágio
578,31,Masculino,RJ,"Ciência da Computação",2020,0,"Curso de SQL","Certificado AWS",Java,React,13,147,29,31,4,0,"Falta de experiência",0,0,3,1,2,Multinacional,Temporário
579,26,Outro,MG,"Redes de Computadores",2015,1,"Curso de Cloud","Certificado Oracle",Python,Flutter,12,146,2,11,17,1,"Não sei o que melhorar",1,0,24,1,10,Startup,CLT
580,22,Masculino,BA,"Engenharia da Computação",2021,0,"Curso de Python","Certificado Azure",PHP,Django,22,80,7,4,14,0,"Falta de experiência",1,1,32,1,11,"Órgão Público",CLT
581,19,Outro,DF,"Engenharia da Computação",2021,0,"Curso de Frontend",Nenhum,TypeScript,Flutter,22,181,22,48,12,0,"Pouco networking",1,1,15,1,12,"Grande Empresa",Freelancer
582,25,Outro,MG,"Análise de Sistemas",2020,1,"Curso de Python","Certificado Oracle",JavaScript,Flutter,6,102,22,7,10,0,"Despreparo técnico",1,1,27,0,4,"Órgão Público",CLT
583,26,Masculino,PR,"Análise de Sistemas",2019,1,"Curso de Cloud","Certificado Azure",C#,Django,8,141,14,13,17,0,"Pouco networking",1,0,2,1,9,Startup,Temporário
584,22,Masculino,SP,"Análise de Sistemas",2015,0,"Curso de Frontend","Certificado AWS",PHP,.NET,10,180,6,18,3,1,"Despreparo técnico",0,0,8,1,12,"Grande Empresa",Freelancer
585,31,Feminino,PR,"Ciência da Computação",2023,1,"Curso de Cloud",Nenhum,C#,Node.js,19,26,5,29,6,1,"Não sei o que melhorar",1,1,46,1,7,"Órgão Público",Estágio
586,28,Masculino,DF,"Engenharia da Computação",2021,0,"Curso de Frontend",Nenhum,Ruby,Flutter,1,118,21,39,15,0,"Mercado competitivo",1,0,21,0,2,"Grande Empresa",Temporário
587,25,Masculino,DF,"Análise de Sistemas",2023,1,"Curso de SQL","Certificado AWS",Go,React,9,165,27,2,10,0,"Pouco networking",1,1,30,1,4,Multinacional,Freelancer
588,18,Feminino,SC,"Engenharia da Computação",2017,0,"Curso de Cloud","Certificado AWS",Java,Flutter,20,114,9,45,11,0,"Falta de experiência",1,0,30,1,2,"Órgão Público",Freelancer
589,32,Masculino,RS,"Análise de Sistemas",2016,1,"Curso de Python","Certificado Azure",Python,.NET,3,82,17,37,19,0,"Pouco networking",0,0,23,0,1,"Órgão Público",CLT
590,18,Outro,RJ,"Ciência da Computação",2021,1,"Curso de Dados","Certificado Oracle",Ruby,Spring,8,38,26,45,17,0,"Pouco networking",0,0,32,0,6,Startup,CLT
591,29,Outro,DF,"Sistemas de Informação",2022,1,Nenhum,"Certificado Oracle",JavaScript,Angular,10,146,9,16,14,1,"Mercado competitivo",1,0,46,1,10,"Empresa Média",PJ
592,19,Outro,RS,"Redes de Computadores",2023,0,"Curso de Dados","Certificado Oracle",Go,Django,12,100,27,5,15,0,"Não sei o que melhorar",0,1,42,0,2,Startup,Estágio
593,19,Outro,PR,"Engenharia da Computação",2017,1,"Curso de Python","Certificado AWS",Java,Django,2,86,23,31,16,0,"Mercado competitivo",1,1,38,1,6,"Grande Empresa",Freelancer
594,19,Outro,BA,"Engenharia da Computação",2025,1,"Curso de Dados",Nenhum,Java,Angular,5,150,2,6,8,1,"Mercado competitivo",1,1,13,0,7,Startup,PJ
595,31,Feminino,PE,"Redes de Computadores",2023,0,"Curso de Dados","Certificado AWS",Python,React,7,56,14,25,3,0,"Falta de experiência",0,0,6,0,1,Startup,Estágio
596,28,Feminino,PR,"Engenharia da Computação",2017,0,"Curso de Dados","Certificado AWS",Ruby,Node.js,15,98,15,3,16,1,"Falta de experiência",0,1,18,1,10,"Grande Empresa",Freelancer
597,20,Masculino,RS,"Engenharia da Computação",2019,0,Nenhum,"Certificado Google",TypeScript,Laravel,2,46,25,31,10,1,"Pouco networking",0,0,43,1,11,Startup,PJ
598,31,Outro,RJ,"Ciência da Computação",2023,1,"Curso de Frontend","Certificado Azure",Ruby,.NET,17,60,9,36,13,0,"Pouco networking",1,1,45,1,7,Startup,Freelancer
599,25,Feminino,SP,"Redes de Computadores",2020,1,Nenhum,"Certificado AWS",TypeScript,Spring,22,50,12,13,2,1,"Não sei o que melhorar",0,0,4,0,10,"Órgão Público",Estágio
600,27,Outro,PR,"Ciência da Computação",2024,0,Nenhum,"Certificado Azure",TypeScript,Laravel,9,135,4,39,8,1,"Não sei o que melhorar",1,1,24,1,5,Startup,CLT
601,26,Masculino,PE,"Engenharia da Computação",2022,1,"Curso de Python","Certificado AWS",TypeScript,React,22,96,16,17,1,0,"Mercado competitivo",1,0,19,0,6,"Empresa Média",Freelancer
602,31,Outro,RS,"Ciência da Computação",2016,0,Nenhum,Nenhum,PHP,Flutter,17,178,7,32,8,0,"Falta de experiência",1,0,36,1,11,"Grande Empresa",Estágio
603,26,Masculino,RS,"Engenharia da Computação",2021,1,"Curso de Frontend","Certificado Google",Ruby,Node.js,4,175,25,27,5,0,"Mercado competitivo",1,1,17,1,2,"Empresa Média",Temporário
604,27,Masculino,BA,"Engenharia da Computação",2018,1,Nenhum,"Certificado Google",Ruby,React,19,171,25,37,3,0,"Pouco networking",1,0,38,1,7,"Órgão Público",Temporário
605,32,Outro,PE,"Redes de Computadores",2025,1,Nenhum,"Certificado Azure",C#,.NET,7,44,5,9,8,0,"Despreparo técnico",1,1,33,0,1,Startup,CLT
606,28,Masculino,MG,"Redes de Computadores",2022,1,"Curso de Python",Nenhum,Go,Angular,15,140,18,45,15,0,"Falta de experiência",0,0,17,0,5,"Órgão Público",PJ
607,25,Outro,PR,"Sistemas de Informação",2016,1,"Curso de SQL","Certificado Google",TypeScript,Flutter,21,152,2,3,3,0,"Mercado competitivo",1,0,2,0,11,"Empresa Média",Freelancer
608,26,Masculino,SC,"Análise de Sistemas",2017,1,Nenhum,"Certificado Google",PHP,Node.js,20,69,5,43,15,0,"Pouco networking",1,1,47,1,2,Startup,Temporário
609,18,Masculino,RJ,"Redes de Computadores",2015,1,"Curso de Python","Certificado Oracle",PHP,Angular,3,39,17,18,2,0,"Despreparo técnico",0,1,3,0,4,"Grande Empresa",PJ
610,18,Masculino,BA,"Ciência da Computação",2023,1,"Curso de Python","Certificado Oracle",PHP,React,17,72,19,12,4,0,"Falta de experiência",0,0,32,0,3,"Órgão Público",CLT
611,18,Feminino,DF,"Redes de Computadores",2023,1,"Curso de Cloud","Certificado Azure",PHP,.NET,6,16,19,1,2,0,"Não sei o que melhorar",0,1,49,1,7,"Grande Empresa",CLT
612,22,Outro,DF,"Redes de Computadores",2021,0,"Curso de SQL","Certificado Oracle",Ruby,Spring,10,111,12,21,18,0,"Pouco networking",1,1,41,1,5,Startup,CLT
613,21,Outro,RJ,"Redes de Computadores",2023,1,"Curso de Python",Nenhum,Python,Spring,12,21,28,20,4,1,"Mercado competitivo",1,1,4,1,12,"Órgão Público",PJ
614,21,Outro,MG,"Ciência da Computação",2021,1,"Curso de Frontend","Certificado Google",Java,Angular,2,196,18,9,2,1,"Pouco networking",1,0,6,1,1,"Grande Empresa",PJ
615,29,Masculino,PR,"Redes de Computadores",2021,0,"Curso de Dados","Certificado AWS",Ruby,Node.js,11,62,3,33,19,1,"Despreparo técnico",1,1,29,0,3,"Órgão Público",Temporário
616,20,Feminino,PE,"Sistemas de Informação",2025,1,Nenhum,"Certificado Azure",Java,Laravel,11,10,23,34,3,0,"Não sei o que melhorar",1,0,10,0,11,"Grande Empresa",Temporário
617,23,Feminino,PR,"Análise de Sistemas",2021,1,"Curso de Frontend","Certificado Google",PHP,Laravel,5,141,24,0,12,0,"Pouco networking",0,1,44,1,11,Multinacional,PJ
618,28,Outro,SC,"Sistemas de Informação",2019,1,"Curso de Dados",Nenhum,JavaScript,Node.js,9,198,21,32,1,0,"Não sei o que melhorar",1,1,26,0,3,"Grande Empresa",Temporário
619,25,Masculino,MG,"Redes de Computadores",2024,1,Nenhum,Nenhum,Ruby,Node.js,7,109,23,17,6,0,"Falta de experiência",1,1,19,0,10,Multinacional,Freelancer
620,25,Outro,DF,"Sistemas de Informação",2023,1,"Curso de Frontend","Certificado AWS",Ruby,Django,17,150,15,19,7,0,"Pouco networking",0,1,7,1,4,Startup,Estágio
621,21,Outro,PE,"Sistemas de Informação",2017,1,"Curso de Frontend","Certificado AWS",Go,Laravel,4,94,22,19,13,0,"Falta de experiência",1,1,37,1,7,Multinacional,PJ
622,26,Masculino,PE,"Redes de Computadores",2020,1,"Curso de SQL","Certificado Azure",Go,.NET,5,149,2,7,9,1,"Pouco networking",1,0,48,1,9,"Órgão Público",CLT
623,22,Outro,PR,"Análise de Sistemas",2021,1,"Curso de Python",Nenhum,C#,React,10,190,12,8,13,1,"Falta de experiência",1,0,38,1,7,Multinacional,PJ
624,30,Feminino,RJ,"Engenharia da Computação",2025,0,"Curso de Python","Certificado Google",Python,.NET,18,106,11,15,7,0,"Não sei o que melhorar",1,1,18,1,8,"Empresa Média",CLT
625,24,Outro,MG,"Ciência da Computação",2020,0,"Curso de SQL",Nenhum,TypeScript,Flutter,10,28,13,37,8,1,"Mercado competitivo",1,1,6,0,7,Startup,CLT
626,21,Feminino,PE,"Sistemas de Informação",2023,1,"Curso de Frontend","Certificado Azure",Python,Spring,14,54,16,48,4,0,"Falta de experiência",1,1,8,1,6,"Empresa Média",PJ
627,29,Outro,RJ,"Análise de Sistemas",2016,1,Nenhum,"Certificado Azure",Python,.NET,21,22,27,12,9,0,"Despreparo técnico",1,0,2,1,2,"Grande Empresa",CLT
628,22,Outro,SP,"Ciência da Computação",2019,1,"Curso de Python",Nenhum,JavaScript,Django,17,157,20,6,11,0,"Despreparo técnico",0,0,17,0,6,"Grande Empresa",CLT
629,28,Masculino,BA,"Análise de Sistemas",2025,1,Nenhum,"Certificado Azure",Ruby,React,4,93,25,39,8,1,"Pouco networking",1,1,3,0,10,Multinacional,Estágio
630,24,Feminino,BA,"Redes de Computadores",2015,1,"Curso de Frontend","Certificado Azure",C#,Laravel,0,122,1,22,1,1,"Despreparo técnico",0,1,20,0,11,"Empresa Média",Estágio
631,29,Feminino,PE,"Redes de Computadores",2020,0,Nenhum,"Certificado Azure",C#,Flutter,17,169,1,34,6,0,"Mercado competitivo",1,0,19,0,2,"Órgão Público",CLT
632,18,Outro,PR,"Sistemas de Informação",2023,1,"Curso de Frontend",Nenhum,Python,Flutter,14,23,22,18,12,1,"Despreparo técnico",1,0,2,0,3,Multinacional,Freelancer
633,21,Feminino,RJ,"Engenharia da Computação",2023,0,"Curso de Frontend","Certificado Azure",JavaScript,React,8,82,1,46,10,1,"Não sei o que melhorar",1,1,2,1,10,"Grande Empresa",Estágio
634,19,Outro,PE,"Ciência da Computação",2022,0,"Curso de SQL","Certificado AWS",C#,Django,15,1,2,21,17,0,"Pouco networking",1,0,23,1,7,Startup,PJ
635,30,Masculino,RJ,"Engenharia da Computação",2018,1,Nenhum,"Certificado Azure",C#,Node.js,13,193,3,37,7,0,"Falta de experiência",0,0,12,1,5,"Órgão Público",Temporário
636,28,Masculino,MG,"Ciência da Computação",2020,0,"Curso de Dados","Certificado Google",Python,.NET,23,101,18,31,4,0,"Pouco networking",0,0,35,1,4,Multinacional,Temporário
637,26,Feminino,RS,"Sistemas de Informação",2025,1,"Curso de Python",Nenhum,JavaScript,Spring,8,37,24,27,4,0,"Pouco networking",1,1,33,1,10,Multinacional,CLT
638,29,Masculino,BA,"Engenharia da Computação",2020,1,"Curso de Python","Certificado Oracle",Ruby,React,18,161,22,15,5,0,"Pouco networking",0,1,43,1,2,"Grande Empresa",CLT
639,32,Feminino,DF,"Sistemas de Informação",2023,1,"Curso de SQL","Certificado Azure",JavaScript,Flutter,8,192,23,48,11,1,"Despreparo técnico",0,1,2,0,12,Multinacional,CLT
640,29,Outro,DF,"Redes de Computadores",2015,1,"Curso de Cloud",Nenhum,PHP,Flutter,21,135,21,25,7,0,"Não sei o que melhorar",0,1,16,1,6,Multinacional,CLT
641,24,Outro,RS,"Redes de Computadores",2022,1,"Curso de Cloud","Certificado Azure",TypeScript,Laravel,15,113,28,1,6,0,"Falta de experiência",1,1,26,1,8,Startup,Estágio
642,28,Outro,MG,"Ciência da Computação",2023,1,"Curso de Frontend",Nenhum,JavaScript,Angular,17,23,11,29,16,0,"Despreparo técnico",0,0,44,0,8,"Órgão Público",Temporário
643,19,Masculino,SC,"Análise de Sistemas",2023,1,"Curso de Frontend","Certificado AWS",Go,Node.js,17,131,1,15,7,1,"Despreparo técnico",1,0,20,1,4,Startup,CLT
644,19,Masculino,PR,"Sistemas de Informação",2017,1,"Curso de Python","Certificado Oracle",Python,Angular,11,174,28,8,18,0,"Pouco networking",1,1,17,0,9,Startup,Temporário
645,32,Outro,SC,"Sistemas de Informação",2023,1,"Curso de Python","Certificado Azure",Java,Flutter,10,52,29,8,18,1,"Pouco networking",0,1,37,1,9,"Órgão Público",Freelancer
646,24,Masculino,SP,"Engenharia da Computação",2019,0,"Curso de SQL","Certificado AWS",C#,Spring,21,145,29,34,10,0,"Despreparo técnico",0,1,11,0,1,Multinacional,CLT
647,30,Outro,PR,"Redes de Computadores",2019,1,"Curso de Dados","Certificado Azure",C#,Spring,19,115,12,14,4,0,"Falta de experiência",0,1,5,1,2,"Grande Empresa",CLT
648,21,Outro,MG,"Sistemas de Informação",2021,1,"Curso de Python","Certificado Oracle",C#,Flutter,3,131,26,25,17,1,"Mercado competitivo",0,0,42,1,10,"Órgão Público",CLT
649,21,Feminino,RJ,"Engenharia da Computação",2021,0,"Curso de Dados","Certificado Azure",TypeScript,React,7,76,1,2,2,0,"Mercado competitivo",1,1,24,1,9,"Grande Empresa",Estágio
650,31,Outro,MG,"Ciência da Computação",2018,0,Nenhum,"Certificado Oracle",C#,React,8,117,27,42,9,1,"Despreparo técnico",0,0,45,0,11,"Órgão Público",Temporário
651,29,Outro,BA,"Sistemas de Informação",2018,0,"Curso de Frontend","Certificado AWS",Go,Flutter,17,145,13,5,4,1,"Não sei o que melhorar",1,1,3,0,12,Startup,Estágio
652,23,Masculino,SC,"Redes de Computadores",2021,1,"Curso de Cloud","Certificado Google",JavaScript,Flutter,18,169,28,12,7,0,"Mercado competitivo",1,0,47,0,7,Startup,CLT
653,19,Masculino,SC,"Ciência da Computação",2021,1,"Curso de SQL",Nenhum,Java,.NET,18,104,6,29,5,0,"Pouco networking",1,1,32,0,1,"Órgão Público",Temporário
654,18,Outro,DF,"Ciência da Computação",2021,1,Nenhum,Nenhum,C#,Angular,18,80,20,10,0,0,"Falta de experiência",1,0,45,0,9,Multinacional,CLT
655,25,Masculino,RS,"Engenharia da Computação",2018,1,"Curso de Python","Certificado AWS",Python,Node.js,5,32,4,14,19,1,"Não sei o que melhorar",1,1,8,0,9,"Empresa Média",Freelancer
656,20,Masculino,RJ,"Análise de Sistemas",2022,1,"Curso de Python",Nenhum,Ruby,Flutter,4,37,12,25,6,0,"Mercado competitivo",0,0,2,1,12,Startup,PJ
657,19,Outro,BA,"Sistemas de Informação",2023,1,"Curso de Cloud",Nenhum,JavaScript,.NET,2,25,9,8,18,0,"Despreparo técnico",1,1,47,1,9,Startup,Estágio
658,20,Masculino,RS,"Ciência da Computação",2021,1,"Curso de Python",Nenhum,Go,Laravel,19,125,21,33,4,0,"Despreparo técnico",0,1,7,1,7,Startup,PJ
659,22,Masculino,BA,"Análise de Sistemas",2019,1,"Curso de Cloud","Certificado Azure",Ruby,Spring,22,18,20,8,15,0,"Não sei o que melhorar",0,0,42,0,10,"Órgão Público",Freelancer
660,19,Outro,RJ,"Redes de Computadores",2022,0,Nenhum,"Certificado Google",JavaScript,.NET,16,28,19,42,5,1,"Pouco networking",1,1,11,0,7,"Órgão Público",CLT
661,22,Feminino,PE,"Análise de Sistemas",2021,0,"Curso de SQL",Nenhum,Go,React,2,58,5,5,19,0,"Mercado competitivo",1,0,28,1,4,Startup,PJ
662,25,Feminino,DF,"Sistemas de Informação",2024,1,"Curso de Frontend","Certificado Google",Go,React,6,45,8,33,10,0,"Pouco networking",1,1,24,0,9,"Empresa Média",Freelancer
663,19,Masculino,SC,"Sistemas de Informação",2025,1,Nenhum,"Certificado AWS",C#,Spring,14,76,5,34,18,0,"Mercado competitivo",0,0,38,0,10,"Grande Empresa",Temporário
664,28,Feminino,SC,"Sistemas de Informação",2018,1,Nenhum,"Certificado Google",Python,Flutter,12,169,19,32,6,0,"Falta de experiência",0,0,21,1,5,"Grande Empresa",Estágio
665,20,Masculino,DF,"Análise de Sistemas",2022,0,"Curso de Frontend","Certificado Oracle",Ruby,Flutter,8,151,22,23,1,0,"Não sei o que melhorar",1,1,4,1,8,"Grande Empresa",Temporário
666,19,Masculino,PR,"Redes de Computadores",2016,0,Nenhum,"Certificado Oracle",Go,Angular,13,79,7,6,16,1,"Falta de experiência",1,0,5,0,6,"Empresa Média",Estágio
667,21,Outro,PR,"Engenharia da Computação",2024,0,"Curso de Frontend","Certificado Oracle",TypeScript,Node.js,12,162,14,0,12,1,"Falta de experiência",1,0,1,1,7,Startup,PJ
668,32,Outro,RS,"Engenharia da Computação",2022,0,Nenhum,Nenhum,Java,Angular,3,44,20,40,19,0,"Mercado competitivo",1,0,36,0,1,"Órgão Público",Estágio
669,31,Outro,MG,"Redes de Computadores",2019,1,"Curso de Python",Nenhum,PHP,Spring,18,54,0,9,19,0,"Falta de experiência",0,1,42,0,7,"Empresa Média",Freelancer
670,30,Masculino,PE,"Análise de Sistemas",2017,0,"Curso de Cloud","Certificado Azure",JavaScript,Spring,15,73,27,23,11,0,"Falta de experiência",1,0,14,1,1,Multinacional,Freelancer
671,22,Masculino,PE,"Ciência da Computação",2017,0,"Curso de SQL","Certificado Google",TypeScript,Django,21,91,16,20,7,0,"Falta de experiência",1,0,32,1,4,"Órgão Público",PJ
672,19,Outro,SP,"Sistemas de Informação",2020,0,"Curso de Cloud",Nenhum,JavaScript,Flutter,11,132,25,12,14,1,"Despreparo técnico",0,0,1,1,10,"Órgão Público",CLT
673,29,Feminino,SC,"Sistemas de Informação",2019,1,"Curso de Frontend","Certificado Azure",Ruby,Django,23,192,25,20,10,0,"Não sei o que melhorar",1,1,6,0,12,"Grande Empresa",Temporário
674,22,Masculino,SP,"Análise de Sistemas",2022,0,"Curso de Dados","Certificado Oracle",Go,.NET,22,65,26,17,3,1,"Mercado competitivo",1,1,38,0,2,"Órgão Público",Freelancer
675,30,Feminino,PE,"Redes de Computadores",2021,0,"Curso de SQL","Certificado Oracle",JavaScript,Angular,16,138,12,2,0,1,"Pouco networking",0,0,27,0,5,Multinacional,Temporário
676,24,Masculino,DF,"Engenharia da Computação",2024,1,"Curso de Python","Certificado Google",C#,.NET,0,183,16,49,5,0,"Pouco networking",0,0,17,0,2,"Empresa Média",PJ
677,21,Masculino,DF,"Análise de Sistemas",2015,1,"Curso de Dados","Certificado Google",PHP,Laravel,6,182,22,0,16,0,"Não sei o que melhorar",0,0,17,0,2,Multinacional,Temporário
678,19,Masculino,MG,"Engenharia da Computação",2024,1,"Curso de SQL",Nenhum,Ruby,.NET,13,114,6,19,6,0,"Não sei o que melhorar",0,1,4,1,9,"Grande Empresa",Freelancer
679,29,Masculino,PE,"Análise de Sistemas",2019,0,"Curso de SQL","Certificado AWS",Ruby,Laravel,7,43,5,10,11,0,"Falta de experiência",1,1,47,1,4,Startup,CLT
680,30,Feminino,RJ,"Sistemas de Informação",2019,1,"Curso de Python","Certificado Azure",C#,.NET,1,16,8,6,17,1,"Não sei o que melhorar",0,1,18,1,10,"Empresa Média",CLT
681,26,Feminino,SP,"Redes de Computadores",2024,1,"Curso de SQL","Certificado AWS",TypeScript,.NET,11,43,18,21,6,0,"Mercado competitivo",0,1,46,1,3,"Grande Empresa",PJ
682,18,Masculino,SP,"Engenharia da Computação",2025,0,"Curso de Frontend","Certificado AWS",TypeScript,Node.js,21,112,3,42,19,0,"Falta de experiência",0,1,14,0,6,"Órgão Público",CLT
683,20,Feminino,RJ,"Sistemas de Informação",2020,1,"Curso de Dados","Certificado Google",Go,Node.js,20,25,4,14,1,0,"Pouco networking",0,0,5,0,12,Multinacional,Temporário
684,25,Masculino,DF,"Redes de Computadores",2020,1,"Curso de Python","Certificado Oracle",PHP,Angular,5,101,26,48,3,1,"Não sei o que melhorar",1,0,11,1,9,"Órgão Público",CLT
685,30,Outro,DF,"Engenharia da Computação",2019,0,"Curso de Dados","Certificado Azure",TypeScript,Django,19,3,17,43,12,0,"Mercado competitivo",1,0,18,0,5,"Órgão Público",CLT
686,32,Feminino,PR,"Redes de Computadores",2023,0,Nenhum,"Certificado Google",C#,Django,15,198,1,11,1,0,"Não sei o que melhorar",0,0,41,1,5,"Órgão Público",Freelancer
687,28,Outro,DF,"Engenharia da Computação",2019,0,"Curso de Dados","Certificado AWS",PHP,Django,15,14,14,8,8,0,"Despreparo técnico",1,0,21,1,6,"Órgão Público",PJ
